İstasyon No,İstasyon Adı,Hizmet Şekli,Marka,Şarj Ağı İşletmecisi,Şarj İstasyonu İşletmecisi,Adres,Soket Bilgileri,Detaylı Soket Bilgisi (kW/Tip)
ŞRJ/9013,"Hacı İbrahimoğulları, Kırıkkale",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Doğanlık Mahallesi Tahsin Durlu Caddesi No:33 Yahşihan / KIRIKKALE,,Buton yok veya okunamadı
ŞRJ/9014,"Civil Mağazacılık, Etimesgut",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Bahçekapı Mahallesi Etimesgut / ANKARA,,Buton yok veya okunamadı
ŞRJ/9015,"Civil- Seyhan Cadde, Adana",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Yeni Mahallesi 87071 Sokağı No:52/A Anemon Otel Altı Seyhan / ADANA,,Buton yok veya okunamadı
ŞRJ/9017,"Çimenler Otomotiv, Şükrüpaşa, Erzurum",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Şükrüpaşa Mahallesi No:1 Yakutiye / ERZURUM,,Buton yok veya okunamadı
ŞRJ/9018,"Citroen Başdaş, Diyarbakır",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Çölgüzeli Mahallesi Diyarbakır-şanlıurfa Yolu 12. Km Bağlar / DİYARBAKIR,,Buton yok veya okunamadı
ŞRJ/9020,"Kadoil, Alkanlar Petrol, Hakkari",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Emirşaban Mahallesi Çukurca Yolu Narlı Çukurca / HAKKARİ,,Buton yok veya okunamadı
ŞRJ/9021,"Otopratik (Otomar Necdet Bahar), Aydın",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Cumhuriyet Mahallesi Akeller Caddesi No:6 Söke / AYDIN,,Buton yok veya okunamadı
ŞRJ/9022,"Sunset Beach Club, Muğla",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Karagedik Mahallesi 1104. Sokağı No:16 Fethiye / MUĞLA,,Buton yok veya okunamadı
ŞRJ/9023,"Swissotel Residences Çeşme, İzmir",Özel,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Sifne Mahallesi 5152. Sokağı Çeşme / İZMİR,,Buton yok veya okunamadı
ŞRJ/9024,"Citroen Vardallar, Trabzon",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Kaymaklı Mahallesi No:163 Erzurum Yolu Üzeri Ortahisar / TRABZON,,Buton yok veya okunamadı
ŞRJ/9028,Hampton by Hilton Ordu,Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Akyazı Mahallesi Yavuz Sultan Selim Caddesi No:35-59 Altınordu / ORDU,,Buton yok veya okunamadı
ŞRJ/9034,"Rino's Garden, Muğla",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Dereköy Mahallesi No:35 Hayalözü Küme Evler Bodrum / MUĞLA,,Buton yok veya okunamadı
ŞRJ/9035,"Ünal Lastik, Trabzon",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,İncesu Mahallesi Trabzon Yolu Caddesi No:2 Ortahisar / TRABZON,,Buton yok veya okunamadı
ŞRJ/9070,"Beceren Turizm Tesisleri, Bursa",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Uludag Oteller Bolgesi Mahallesi Bursa Uludağ Yolu Caddesi Merkez / BURSA,,Buton yok veya okunamadı
ŞRJ/9071,"Bi Mola Çiftalan, Eyüpsultan",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Çiftalan Köyü Mahallesi Koy Yolu Sokağı No:1 Eyüpsultan / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/9072,"Erik Nissan, Şanlıurfa",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Sırrın Mahallesi 16010 Sokağı No:1/A Haliliye / ŞANLIURFA,,Buton yok veya okunamadı
ŞRJ/9073,"Erka Group, İnegöl",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Akhisar Mahallesi Bursa Karayolu Caddesi No:2/1 İnegöl / BURSA,,Buton yok veya okunamadı
ŞRJ/9074,"Event Chef by Beceren, Bursa",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Soğanlı Botanik Parkı Mahallesi Yakın Çevre Yolu Caddesi Osmangazi / BURSA,,Buton yok veya okunamadı
ŞRJ/9075,"Ford Çetinkayalar, Elazığ",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Hilalkent Mahallesi Malatya Caddesi No:1 Merkez / ELAZIĞ,,Buton yok veya okunamadı
ŞRJ/9076,"Honda Plaza Karabulut, Elazığ",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Hilalkent Mahallesi Malatya Caddesi No:292 Malatya Yolu 9. Km Merkez / ELAZIĞ,,Buton yok veya okunamadı
ŞRJ/9079,"Otopratik (Eren Tic.), Batman",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Pazaryeri Mahallesi No:267/1 Otogar Yanı B Blok Merkez / BATMAN,,Buton yok veya okunamadı
ŞRJ/9080,"Öz Çavuşoğlu Otel, Bitlis",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Saray Mahallesi Veysel Karani Caddesi No:159 Merkez / BİTLİS,,Buton yok veya okunamadı
ŞRJ/9081,"Sultan Pestil Köme, Gümüşhane",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Karaca Mahallesi Numanağa Caddesi No:252 Şiran / GÜMÜŞHANE,,Buton yok veya okunamadı
ŞRJ/9082,"Bi Mola Işıklar, Eyüp",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Bi Mola Işıklar Dinlenme Tesisleri Mahallesi Kuzey Marmara Otoyolu Caddesi Pirinççi Eyüpsultan / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/9084,Mavikent Otopark İşletmeciliği,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Altınkum Mahallesi Belediye Caddesi Konyaaltı / ANTALYA,,Buton yok veya okunamadı
ŞRJ/9089,Allure Tower,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Üniversite Mahallesi Civan Sokağı No:1 Avcılar / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/3941,Okan Üniversitesi Rektörlük,Özel,solarşarj,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,Tepeören Mahallesi Tuzla / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/9091,The G Hotels,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Bağcılar Mahallesi Mimar Sinan Caddesi No:35 Bağcılar / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/9094,Aqua Florya Vale Otopark,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Şenlikköy Mahallesi Yeşilköy Halkalı Caddesi No:93-93/1 Bakırköy / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/9098,Adıyaman Ticaret ve Sanayi Odası,Halka Açık,Trugo,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Altınşehir Mahallesi Merkez / ADIYAMAN,,Buton yok veya okunamadı
ŞRJ/9097,Melas Hotel İstanbul,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Gayrettepe Mahallesi Prof. Dr. Bülent Tarcan Caddesi No:1 Beşiktaş / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/9099,Holiday Inn Istanbul Old City - Vezneciler,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Kemal Paşa Mahallesi Şirvanizade Sokağı No:7 Fatih / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/9100,Metro Market Çiğli,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Anadolu Caddesi No:740 Çiğli / İZMİR,,Buton yok veya okunamadı
ŞRJ/9101,Gaziemir Kipa,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Akçay Caddesi No:253/3 Gaziemir / İZMİR,,Buton yok veya okunamadı
ŞRJ/9103,Bostanlı Migros,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Bostanlı Mahallesi No:28 Karşıyaka / İZMİR,,Buton yok veya okunamadı
ŞRJ/9105,Bursa İl Milli Eğitim Müdürlüğü,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,İlkbahar Caddesi No:38 Yeni Hükümet Konağı Osmangazi / BURSA,,Buton yok veya okunamadı
ŞRJ/9106,Bursa Paulmark Mağazası,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,İstanbul Caddesi No:477/2 Osmangazi / BURSA,,Buton yok veya okunamadı
ŞRJ/9107,Furpa Alemdar,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Alemdar Mahallesi Hacı Bayram Caddesi No:1 Osmangazi / BURSA,,Buton yok veya okunamadı
ŞRJ/9108,Kervansaray Termal Otel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Kükürtlü Mahallesi Çekirge Meydanı Osmangazi / BURSA,,Buton yok veya okunamadı
ŞRJ/9109,Kestel Atatürk İlkokulu,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Vanimehmet Mahallesi Yapıcı Sokağı No:1 Kestel / BURSA,,Buton yok veya okunamadı
ŞRJ/9110,Lider Grup,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Alaaddinbey Mahallesi Ayfatma Caddesi No:11B Nilüfer / BURSA,,Buton yok veya okunamadı
ŞRJ/9111,Memlük Atlı Spor Kulubü,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Doğruca Mahallesi No:416 Balıkesir Asfaltı Bandırma / BALIKESİR,,Buton yok veya okunamadı
ŞRJ/9112,Orhangazi Belediyesi Otopark Alanı,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Camikebir Mahallesi İbrahim Ünal Caddesi Orhangazi / BURSA,,Buton yok veya okunamadı
ŞRJ/9113,Otorapor Mustafakemalpaşa,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Yunus Emre Mahallesi No:3 Mustafakemalpaşa / BURSA,,Buton yok veya okunamadı
ŞRJ/9116,Podyum Park,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Cumhuriyet Mahallesi Nilüfer Hatun Caddesi No:114A/1 Nilüfer / BURSA,,Buton yok veya okunamadı
ŞRJ/9117,TP Cebecioğlu Petrol,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Yeniköy Mahallesi Yeniköy Caddesi No:1/2 İnegöl / BURSA,,Buton yok veya okunamadı
ŞRJ/9121,TP Soğuksu Petrol,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Kulaca Mahallesi Ankara Yolu Üzeri 3. Km İnegöl / BURSA,,Buton yok veya okunamadı
ŞRJ/9122,Vizyon Kentsel Dönüşüm,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Cumhuriyet Mahallesi Gül Caddesi No:198 Bulvar Park D Blok Gemlik / BURSA,,Buton yok veya okunamadı
ŞRJ/9123,Yalova Ticaret ve Sanayi Odası - 2,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Kazım Karabekir Mahallesi Termal Yolu Sokağı No:3 Merkez / YALOVA,,Buton yok veya okunamadı
ŞRJ/9124,Yücel Et,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Ayvatlar Mahallesi Değirmenboğazı Bandırma / BALIKESİR,,Buton yok veya okunamadı
ŞRJ/9175,Trabzon Yeni Otogar,Halka Açık,Trugo,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Sanayi Mahallesi Trabzon Yeni Otogar Ortahisar / TRABZON,,Buton yok veya okunamadı
ŞRJ/9177,Shell Bayburt,Halka Açık,Trugo,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Tuzcuzade Mahallesi No:19/11 Merkez / BAYBURT,,Buton yok veya okunamadı
ŞRJ/9178,Shell Ulukent Çıkışı,Halka Açık,Trugo,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,30 Ağustos Mahallesi 7104 Sokağı No:9 Menemen / İZMİR,,Buton yok veya okunamadı
ŞRJ/9184,PARK DEDEMAN KASTAMONU,Halka Açık,EN YAKIT,EN YAKIT ANONİM ŞİRKETİ,KAS PROJE İNŞAAT VE YATIRIM ANONİM ŞİRKETİ,Saraçlar Mahallesi Stadyum Sokağı No:40/C Merkez / KASTAMONU,,Buton yok veya okunamadı
ŞRJ/9192,Shell Sivas Zara,Halka Açık,Trugo,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Ekinli Mahallesi Sivar Erzincan Yolu Zara / SİVAS,,Buton yok veya okunamadı
ŞRJ/9194,Shell Gemerek,Halka Açık,Trugo,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Fevzi Çakmak Mahallesi No:12 Gemerek / SİVAS,,Buton yok veya okunamadı
ŞRJ/9195,Shell Osman Paşa,Halka Açık,Trugo,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Esenyurt Mahallesi Sivas Kayseri Caddesi No:3 Merkez / SİVAS,,Buton yok veya okunamadı
ŞRJ/9196,Shell Sivas-Ankara Yolu,Halka Açık,Trugo,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Danişment Gazi Mahallesi Ankara Bulvarı Caddesi No:8 Merkez / SİVAS,,Buton yok veya okunamadı
ŞRJ/9202,Bizim Toptan Altunizade,Halka Açık,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,Altunizade Mahallesi Kuşbakışı Sokağı No:17/0 Üsküdar / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/9203,CKM KADIKÖY,Halka Açık,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,Caddebostan Mahallesi Haldun Taner Sokağı No:11/0 Kadıköy / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/9206,HIGHWAY OUTLET AVM 2,Halka Açık,EN YAKIT,EN YAKIT ANONİM ŞİRKETİ,EN YAKIT ANONİM ŞİRKETİ,Ankara İstanbul Otoyolu Caddesi 227.km Sokağı No:5 Elmalık Merkez / BOLU,,Buton yok veya okunamadı
ŞRJ/9236,Alparslan Cami,Halka Açık,oncharge,KALYON ELECTRICAL VEHICLE ENERJİ YATIRIM ANONİM ŞİRKETİ,KALYON ELECTRICAL VEHICLE ENERJİ YATIRIM ANONİM ŞİRKETİ,Cumhuriyet Mahallesi Faikbey Caddesi No:142 Merkez / KARS,,Buton yok veya okunamadı
ŞRJ/9244,Aqua Florya Açık Otopark,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Şenlikköy Mahallesi Halkalı Caddesi No:93-93/1 Bakırköy / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/9246,Backstage,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Fatih Mahallesi 1213 Sokağı No:15 Gaziemir / İZMİR,,Buton yok veya okunamadı
ŞRJ/9248,Güven Sağlıklı Yaşam Merkezi,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Alacaatlı Mahallesi Alacaatlı Sokağı No:15 Çankaya / ANKARA,,Buton yok veya okunamadı
ŞRJ/9262,Metrokent Ankara,Özel,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Göksu Mahallesi Erzurum Kongresi Sokağı No:9 Etimesgut / ANKARA,,Buton yok veya okunamadı
ŞRJ/9264,MYD Akaryakıt,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Oğulbey Mahallesi Oğulbey Sokağı No:222 Gölbaşı / ANKARA,,Buton yok veya okunamadı
ŞRJ/9273,Soyak Yeni Şehir Bambu Evleri,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Site Mahallesi Şenol Güneş Sokağı No:74 Ümraniye / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/7279,Yunus Rent A Car,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Etiler Nispetiye Mahallesi Tepecik Yolu Caddesi No:14 Beşiktaş / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/960,212 Outlet AVM İstanbul,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Mahmut Bey Mahallesi No:5 Taş Ocağı Yolu Bağcılar / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/298,Çini Bahçe Restoran,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Elmalı Mahallesi Ankara Yolu 3. Km. Caddesi Sivrihisar / ESKİŞEHİR,,Buton yok veya okunamadı
ŞRJ/997,Kale Outlet Istanbul,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Güven Mahallesi No:89 Güngören / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/1344,Park West Yaşam Merkezi,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Batıkent Mahallesi Prof.dr.nusret Fişek Caddesi No:4 Tepebaşı / ESKİŞEHİR,,Buton yok veya okunamadı
ŞRJ/6303,Adıyaman Üniversitesi MYO,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Altınşehir Mahallesi 3005 Sokağı Merkez / ADIYAMAN,,Buton yok veya okunamadı
ŞRJ/1699,Anemon Manisa,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Kuvay-i Milliye Mahallesi No:284 /A Kuvay-i Milliye Anıt Yunusemre / MANİSA,,Buton yok veya okunamadı
ŞRJ/9277,Adıyaman Bayındır Lukoil Petrol,Halka Açık,Trugo,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Burunçayır Mahallesi Besni / ADIYAMAN,,Buton yok veya okunamadı
ŞRJ/695,Side Star Park Hotel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Selimiye Mahallesi No:17 /2 Manavgat / ANTALYA,,Buton yok veya okunamadı
ŞRJ/1454,The Grand Tarabya Otel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Tarabya Mahallesi Haydar Aliyev Caddesi No:154 Sarıyer / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/1031,Vega AVM Silivri,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Yeni Mahallesi General Ali İhsan Türkkan Caddesi No:80 Silivri / İSTANBUL,,Buton yok veya okunamadı
